"JM PMM US","*","SL","*","USD","USD","*","Shipping Charges;Receipt Charge;Customs;Service","*","*","%party_code_us%","716"," ","~","~","~","~","~","~","~","4122","4132","~","~","~","~","~","716","3190","~","~","312","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","716","3130","311","3920","3381","~","~","716","3131","311","~","~","~","~","~","~","~","~","~","~","~","~","~","~"
"JM PMM US","*","SL","*","USD","GBP;EUR;USD;ZAR","*","Premium Charge Pd","*","*","%party_code_us%","716","PD","~","71602","~","4110","~","~","410","4122","4132","~","~","~","~","~","716","1284","2074","1144","04","104","101","102","103","~","~","PREM","PD","SUB","~","~","Credit","Debit","~","~","~","~","~","~","~","716","3130","311","3920","3381","~","~","716","3131","311","~","~","~","1182","PD","~","~","~","~","~","~","~","~","~"
"JM PMM US","*","GL","XAG","USD","GBP;EUR;USD;ZAR","*","*","*","*","%party_code_us%","716","AG","71602","~","4110","~","4108","410","~","4122","4132","4111","4121","4131","~","~","716","1282","2072","1142","101","104","101","102","103","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~"
"JM PMM US","*","GL","XAU","USD","GBP;EUR;USD;ZAR","*","*","*","*","%party_code_us%","716","AU","71602","~","4110","~","4107","410","~","4122","4132","4111","4121","4131","~","~","716","1281","2071","1141","101","104","101","102","103","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~"
"JM PMM US","*","GL","XIR","USD","GBP;EUR;USD;ZAR","*","*","*","*","%party_code_us%","716","IR","71602","~","4110","~","4103","410","~","4122","4132","4111","4121","4131","~","~","716","1287","2077","1147","101","104","101","102","103","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~"
"JM PMM US","*","GL","XOS","USD","GBP;EUR;USD;ZAR","*","*","*","*","%party_code_us%","716","OS","71602","~","4110","~","4106","410","~","4122","4132","4111","4121","4131","~","~","716","1288","2078","1148","101","104","101","102","103","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~"
"JM PMM US","*","GL","XPD","USD","GBP;EUR;USD;ZAR","*","*","*","*","%party_code_us%","716","PD","71602","~","4110","~","4102","410","~","4122","4132","4111","4121","4131","~","~","716","1284","2074","1144","101","104","101","102","103","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~"
"JM PMM US","*","GL","XPT","USD","GBP;EUR;USD;ZAR","*","*","*","*","%party_code_us%","716","PT","71602","~","4110","~","4101","410","~","4122","4132","4111","4121","4131","~","~","716","1283","2073","1143","101","104","101","102","103","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~"
"JM PMM US","*","GL","XRH","USD","GBP;EUR;USD;ZAR","*","*","*","*","%party_code_us%","716","RH","71602","~","4110","~","4104","410","~","4122","4132","4111","4121","4131","~","~","716","1285","2075","1145","101","104","101","102","103","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~"
"JM PMM US","*","GL","XRU","USD","GBP;EUR;USD;ZAR","*","*","*","*","%party_code_us%","716","RU","71602","~","4110","~","4105","410","~","4122","4132","4111","4121","4131","~","~","716","1286","2076","1146","101","104","101","102","103","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~"
"JM PMM US","*","SL","*","USD","GBP;EUR;USD;ZAR","*","Metal Rentals - IRIDIUM","*","Buy","%party_code_us%","716","IR","~","~","~","~","~","~","~","4122","4132","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","71602","8250","858","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","716","3131","311","~","~","~","~","~","~","~","~","~","~","~","~","~","~"
"JM PMM US","*","SL","*","USD","GBP;EUR;USD;ZAR","*","Metal Rentals - OSMIUM","*","Buy","%party_code_us%","716","OS","~","~","~","~","~","~","~","4122","4132","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","71602","8250","858","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","716","3131","311","~","~","~","~","~","~","~","~","~","~","~","~","~","~"
"JM PMM US","*","SL","*","USD","GBP;EUR;USD;ZAR","*","Metal Rentals - PLATINUM","*","Buy","%party_code_us%","716","PT","~","~","~","~","~","~","~","4122","4132","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","71602","8250","858","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","716","3131","311","~","~","~","~","~","~","~","~","~","~","~","~","~","~"
"JM PMM US","*","SL","*","USD","GBP;EUR;USD;ZAR","*","Metal Rentals - RHODIUM","*","Buy","%party_code_us%","716","RH","~","~","~","~","~","~","~","4122","4132","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","71602","8250","858","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","716","3131","311","~","~","~","~","~","~","~","~","~","~","~","~","~","~"
"JM PMM US","*","SL","*","USD","GBP;EUR;USD;ZAR","*","Metal Rentals - GOLD","*","Buy","%party_code_us%","716","AU","~","~","~","~","~","~","~","4122","4132","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","71602","8250","858","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","716","3131","311","~","~","~","~","~","~","~","~","~","~","~","~","~","~"
"JM PMM US","*","SL","*","USD","GBP;EUR;USD;ZAR","*","Metal Rentals - PALLADIUM","*","Buy","%party_code_us%","716","PD","~","~","~","~","~","~","~","4122","4132","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","71602","8250","858","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","716","3131","311","~","~","~","~","~","~","~","~","~","~","~","~","~","~"
"JM PMM UK","*","SL","*","GBP","GBP;EUR;USD;ZAR","*","Premium Charge Rh","*","*","%customer_code_gbp%","00005","RH","~","TRA","~","4104","~","~","4101","~","~","~","~","~","~","~","005","1275","2075","1145","04","04","01","02","03","~","~","KL5","8864","872","8392","8494","Credit","Debit","8844","872","Credit","Debit","~","~","%region_ext_bu%","T","3111","311","3111","338","~","~","TVR","3000","~","~","~","~","1182","20","~","~","~","~","~","~","~","~","~"
"JM PMM UK","*","SL","*","GBP","GBP;EUR;USD;ZAR","*","VAT","*","*","%customer_code_gbp%","00005","VAT","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","005","2151","2152","2155","~","~"
"JM PMM UK","*","SL","*","USD","GBP;EUR;USD;ZAR","*","Premium Charge Ru","*","*","%customer_code_usd%","00006","RU","~","TRAD","~","4105","~","~","4101","~","~","~","~","~","~","~","BSUS","1276","2076","1146","04","04","01","02","03","~","~","KL5D","8865","872","8392","8495","Credit","Debit","8845","872","Credit","Debit","~","~","%region_ext_bu%","TD","3111","311","3111","338","~","~","TVRD","3000","~","~","~","~","1182","20","~","~","~","~","~","~","~","~","~"
"JM PMM UK","*","SL","*","USD","GBP;EUR;USD;ZAR","*","VAT","*","*","%customer_code_gbp%","00005","VAT","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","005","2151","2152","2155","~","~"
"JM PMM UK","*","GL","XAG","EUR","GBP;EUR;USD;ZAR","*","*","*","*","%customer_code_eur%","00007","AG","TRAE","~","4108","~","4108","4101","~","4151","4151","2101","4141","4141","~","~","BSEU","1272","2072","1142","04","04","01","02","03","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~"
"JM PMM UK","*","GL","XAG","GBP","GBP;EUR;USD;ZAR","*","*","*","*","%customer_code_gbp%","00005","AG","TRA","~","4108","~","4108","4101","~","4151","4151","2101","4141","4141","~","~","005","1272","2072","1142","04","04","01","02","03","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~"
"JM PMM UK","*","SL","*","USD","GBP;EUR;USD;ZAR","*","Premium Charge Rh","*","*","%customer_code_usd%","00006","RH","~","TRAD","~","4104","~","~","4101","~","~","~","~","~","~","~","BSUS","1275","2075","1145","04","04","01","02","03","~","~","KL5D","8864","872","8392","8494","Credit","Debit","8844","872","Credit","Debit","~","~","%region_ext_bu%","TD","3111","311","3111","338","~","~","TVRD","3000","~","~","~","~","1182","20","~","~","~","~","~","~","~","~","~"
"JM PMM UK","*","SL","*","USD","GBP;EUR;USD;ZAR","*","Premium Charge Pd","*","*","%customer_code_usd%","00006","PD","~","TRAD","~","4102","~","~","4101","~","~","~","~","~","~","~","BSUS","1274","2074","1144","04","04","01","02","03","~","~","KL5D","8862","872","8392","8492","Credit","Debit","8842","872","Credit","Debit","~","~","%region_ext_bu%","TD","3111","311","3111","338","~","~","TVRD","3000","~","~","~","~","1182","20","~","~","~","~","~","~","~","~","~"
"JM PMM UK","*","SL","*","USD","GBP;EUR;USD;ZAR","*","Premium Charge Ir","*","*","%customer_code_usd%","00006","IR","~","TRAD","~","4103","~","~","4101","~","~","~","~","~","~","~","BSUS","1277","2077","1147","04","04","01","02","03","~","~","KL5D","8863","872","8392","8493","Credit","Debit","8843","872","Credit","Debit","~","~","%region_ext_bu%","TD","3111","311","3111","338","~","~","TVRD","3000","~","~","~","~","1182","20","~","~","~","~","~","~","~","~","~"
"JM PMM UK","*","SL","*","USD","GBP;EUR;USD;ZAR","*","Premium Charge Pt","*","*","%customer_code_usd%","00006","PT","~","TRAD","~","4101","~","~","4101","~","~","~","~","~","~","~","BSUS","1273","2073","1143","04","04","01","02","03","~","~","KL5D","8861","872","8392","8491","Credit","Debit","8841","872","Credit","Debit","~","~","%region_ext_bu%","TD","3111","311","3111","338","~","~","TVRD","3000","~","~","~","~","1182","20","~","~","~","~","~","~","~","~","~"
"JM PMM UK","*","GL","XAG","USD","GBP;EUR;USD;ZAR","*","*","*","*","%customer_code_usd%","00006","AG","TRAD","~","4108","~","4108","4101","~","4151","4151","2101","4141","4141","~","~","BSUS","1272","2072","1142","04","04","01","02","03","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~"
"JM PMM UK","*","GL","XAU","EUR","GBP;EUR;USD;ZAR","*","*","*","*","%customer_code_eur%","00007","AU","TRAE","~","4107","~","4107","4101","~","4151","4151","2101","4141","4141","~","~","BSEU","1271","2071","1141","04","04","01","02","03","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~"
"JM PMM UK","*","GL","XAU","GBP","GBP;EUR;USD;ZAR","*","*","*","*","%customer_code_gbp%","00005","AU","TRA","~","4107","~","4107","4101","~","4151","4151","2101","4141","4141","~","~","005","1271","2071","1141","04","04","01","02","03","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~"
"JM PMM UK","*","GL","XAU","USD","GBP;EUR;USD;ZAR","*","*","*","*","%customer_code_usd%","00006","AU","TRAD","~","4107","~","4107","4101","~","4151","4151","2101","4141","4141","~","~","BSUS","1271","2071","1141","04","04","01","02","03","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~"
"JM PMM UK","*","GL","XIR","EUR","GBP;EUR;USD;ZAR","*","*","*","*","%customer_code_eur%","00007","IR","TRAE","~","4103","~","4103","4101","~","4151","4151","2101","4141","4141","~","~","BSEU","1277","2077","1147","04","04","01","02","03","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~"
"JM PMM UK","*","GL","XIR","GBP","GBP;EUR;USD;ZAR","*","*","*","*","%customer_code_gbp%","00005","IR","TRA","~","4103","~","4103","4101","~","4151","4151","2101","4141","4141","~","~","005","1277","2077","1147","04","04","01","02","03","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~"
"JM PMM UK","*","GL","XIR","USD","GBP;EUR;USD;ZAR","*","*","*","*","%customer_code_usd%","00006","IR","TRAD","~","4103","~","4103","4101","~","4151","4151","2101","4141","4141","~","~","BSUS","1277","2077","1147","04","04","01","02","03","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~"
"JM PMM UK","*","GL","XOS","EUR","GBP;EUR;USD;ZAR","*","*","*","*","%customer_code_eur%","00007","OS","TRAE","~","4106","~","4106","4101","~","4151","4151","2101","4141","4141","~","~","BSEU","1278","2078","1148","04","04","01","02","03","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~"
"JM PMM UK","*","GL","XOS","GBP","GBP;EUR;USD;ZAR","*","*","*","*","%customer_code_gbp%","00005","OS","TRA","~","4106","~","4106","4101","~","4151","4151","2101","4141","4141","~","~","005","1278","2078","1148","04","04","01","02","03","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~"
"JM PMM UK","*","GL","XOS","USD","GBP;EUR;USD;ZAR","*","*","*","*","%customer_code_usd%","00006","OS","TRAD","~","4106","~","4106","4101","~","4151","4151","2101","4141","4141","~","~","BSUS","1278","2078","1148","04","04","01","02","03","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~"
"JM PMM UK","*","SL","*","GBP","GBP;EUR;USD;ZAR","*","Metal Rentals - RHODIUM","*","Buy","%customer_code_gbp%","00005","RH","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","KL5","8370","8484","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~"
"JM PMM UK","*","SL","*","GBP","GBP;EUR;USD;ZAR","*","Shipping Charges","*","Buy","%customer_code_gbp%","00005","CHARGE","~","~","~","~","~","~","~","~","~","~","~","~","~","~","TRA","4003","~","~","410","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","%region_ext_bu%","T","3111","311","3111","338","~","~","TVR","3000","~","~","~","~","~","~","~","~","~","005","2151","2152","2155","~","~"
"JM PMM UK","*","SL","*","GBP","GBP;EUR;USD;ZAR","*","Transfer Charge","*","Buy","%customer_code_gbp%","00005","CHARGE","~","~","~","~","~","~","~","~","~","~","~","~","~","~","TRAD","4005","~","~","410","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","%region_ext_bu%","T","3111","311","3111","338","~","~","TVR","3000","~","~","~","~","~","~","~","~","~","005","2151","2152","2155","~","~"
"JM PMM UK","*","SL","*","GBP","GBP;EUR;USD;ZAR","*","Metal Rentals - PALLADIUM","*","Buy","%customer_code_gbp%","00005","PD","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","KL5","8370","8482","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~"
"JM PMM UK","*","SL","*","GBP","GBP;EUR;USD;ZAR","*","Metal Rentals - OSMIUM","*","Buy","%customer_code_gbp%","00005","OS","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","KL5","8370","8486","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~"
"JM PMM UK","*","SL","*","GBP","GBP;EUR;USD;ZAR","*","Metal Rentals - SILVER","*","Buy","%customer_code_gbp%","00005","AG","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","KL5","8370","8488","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~"
"JM PMM UK","*","SL","*","GBP","GBP;EUR;USD;ZAR","*","Metal Rentals - PLATINUM","*","Buy","%customer_code_gbp%","00005","PT","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","KL5","8370","8481","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~"
"JM PMM UK","*","SL","*","USD","GBP;EUR;USD;ZAR","*","Metal Rentals - RUTHENIUM","*","Buy","%customer_code_usd%","00006","RU","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","KL5D","8370","8485","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","TVRD","3000","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~"
