o_rule_id,o_scenario_id,mode,ins_type,buy_sell,tran_status,trade_type,event_type,settle_currency,from_currency,to_currency,ext_bu_jm_group,cpy_is_jm_group,int_bu,cflow_type,internal_portfolio,reverse_gl,para_postion,swap_type,o_account_type,o_item_type,o_document_type,o_account_number,o_reversal_code,o_cost_center,o_event_num_grouping,o_doc_ccy_amount,o_doc_ccy_base_amount,o_doc_ccy_base_currency,o_doc_ccy_tax_amount,o_doc_ccy_tax_currency,o_partner_code,o_partner_type,o_partner_code_ccy,o_int_bu_ccy,o_grouping_item,o_value_date,o_grouping_document,o_free_int_col2,o_baseline_date,o_buy_sell_note,o_doc_posting_date
81,SID0041,GL,FX,Buy,Validated,Unhedged,Cash Settlement,CNY,XIR,CNY,*,*,JM PMM CN,*,*,*,*,*,GeneralLedger,Debit,SA,420005, ,109999,%event_num%,%settle_amount%, , , , ,%party_code_cn_creditor%,Vendor,*,*,0,%metal_value_date%,0,0,%metal_value_date%,%buy_sell%,*
82,SID0041,GL,FX,Buy,Validated,Unhedged,Cash Settlement,CNY,XIR,CNY,*,*,JM PMM CN,*,*,*,*,*,GeneralLedger,Credit,SA,130600, ,109999,%event_num%,%settle_amount%, , , , ,%party_code_cn_creditor%,Vendor,*,*,1,%metal_value_date%,0,0,%metal_value_date%,%buy_sell%,*
83,SID0042,GL,FX,Buy,Cancelled,Unhedged,Cash Settlement,CNY,XIR,CNY,*,*,JM PMM CN,*,*,*,*,*,GeneralLedger,Debit,AB,130600,Z2,109999,%event_num%,%settle_amount%, , , , ,%party_code_cn_creditor%,Vendor,*,*,0,%metal_value_date%,0,0,%metal_value_date%,%buy_sell%,*
84,SID0042,GL,FX,Buy,Cancelled,Unhedged,Cash Settlement,CNY,XIR,CNY,*,*,JM PMM CN,*,*,*,*,*,GeneralLedger,Credit,AB,420005,Z2,109999,%event_num%,%settle_amount%, , , , ,%party_code_cn_creditor%,Vendor,*,*,1,%metal_value_date%,0,0,%metal_value_date%,%buy_sell%,*
85,SID0043,GL,FX,Buy,Validated,Unhedged,Cash Settlement,CNY,XOS,CNY,*,*,JM PMM CN,*,*,*,*,*,GeneralLedger,Debit,SA,420008, ,109999,%event_num%,%settle_amount%, , , , ,%party_code_cn_creditor%,Vendor,*,*,0,%metal_value_date%,0,0,%metal_value_date%,%buy_sell%,*
86,SID0043,GL,FX,Buy,Validated,Unhedged,Cash Settlement,CNY,XOS,CNY,*,*,JM PMM CN,*,*,*,*,*,GeneralLedger,Credit,SA,130700, ,109999,%event_num%,%settle_amount%, , , , ,%party_code_cn_creditor%,Vendor,*,*,1,%metal_value_date%,0,0,%metal_value_date%,%buy_sell%,*
87,SID0044,GL,FX,Buy,Cancelled,Unhedged,Cash Settlement,CNY,XOS,CNY,*,*,JM PMM CN,*,*,*,*,*,GeneralLedger,Debit,AB,130700,Z2,109999,%event_num%,%settle_amount%, , , , ,%party_code_cn_creditor%,Vendor,*,*,0,%metal_value_date%,0,0,%metal_value_date%,%buy_sell%,*
88,SID0044,GL,FX,Buy,Cancelled,Unhedged,Cash Settlement,CNY,XOS,CNY,*,*,JM PMM CN,*,*,*,*,*,GeneralLedger,Credit,AB,420008,Z2,109999,%event_num%,%settle_amount%, , , , ,%party_code_cn_creditor%,Vendor,*,*,1,%metal_value_date%,0,0,%metal_value_date%,%buy_sell%,*
89,SID0045,GL,FX,Buy,Validated,Unhedged,Cash Settlement,CNY,XAG,CNY,*,*,JM PMM CN,*,*,*,*,*,GeneralLedger,Debit,SA,420002, ,109999,%event_num%,%settle_amount%, , , , ,%party_code_cn_creditor%,Vendor,*,*,0,%metal_value_date%,0,0,%metal_value_date%,%buy_sell%,*
90,SID0045,GL,FX,Buy,Validated,Unhedged,Cash Settlement,CNY,XAG,CNY,*,*,JM PMM CN,*,*,*,*,*,GeneralLedger,Credit,SA,130100, ,109999,%event_num%,%settle_amount%, , , , ,%party_code_cn_creditor%,Vendor,*,*,1,%metal_value_date%,0,0,%metal_value_date%,%buy_sell%,*
91,SID0046,GL,FX,Buy,Cancelled,Unhedged,Cash Settlement,CNY,XAG,CNY,*,*,JM PMM CN,*,*,*,*,*,GeneralLedger,Debit,AB,130100,Z2,109999,%event_num%,%settle_amount%, , , , ,%party_code_cn_creditor%,Vendor,*,*,0,%metal_value_date%,0,0,%metal_value_date%,%buy_sell%,*
92,SID0046,GL,FX,Buy,Cancelled,Unhedged,Cash Settlement,CNY,XAG,CNY,*,*,JM PMM CN,*,*,*,*,*,GeneralLedger,Credit,AB,420002,Z2,109999,%event_num%,%settle_amount%, , , , ,%party_code_cn_creditor%,Vendor,*,*,1,%metal_value_date%,0,0,%metal_value_date%,%buy_sell%,*
93,SID0047,GL,FX,Buy,Validated,Unhedged,Cash Settlement,CNY,XAU,CNY,*,*,JM PMM CN,*,*,*,*,*,GeneralLedger,Debit,SA,420001, ,109999,%event_num%,%settle_amount%, , , , ,%party_code_cn_creditor%,Vendor,*,*,0,%metal_value_date%,0,0,%metal_value_date%,%buy_sell%,*
94,SID0047,GL,FX,Buy,Validated,Unhedged,Cash Settlement,CNY,XAU,CNY,*,*,JM PMM CN,*,*,*,*,*,GeneralLedger,Credit,SA,130000, ,109999,%event_num%,%settle_amount%, , , , ,%party_code_cn_creditor%,Vendor,*,*,1,%metal_value_date%,0,0,%metal_value_date%,%buy_sell%,*
95,SID0048,GL,FX,Buy,Cancelled,Unhedged,Cash Settlement,CNY,XAU,CNY,*,*,JM PMM CN,*,*,*,*,*,GeneralLedger,Debit,AB,130000,Z2,109999,%event_num%,%settle_amount%, , , , ,%party_code_cn_creditor%,Vendor,*,*,0,%metal_value_date%,0,0,%metal_value_date%,%buy_sell%,*
96,SID0048,GL,FX,Buy,Cancelled,Unhedged,Cash Settlement,CNY,XAU,CNY,*,*,JM PMM CN,*,*,*,*,*,GeneralLedger,Credit,AB,420001,Z2,109999,%event_num%,%settle_amount%, , , , ,%party_code_cn_creditor%,Vendor,*,*,1,%metal_value_date%,0,0,%metal_value_date%,%buy_sell%,*
97,SID0049,GL,FX,Sell,Validated,Unhedged,Cash Settlement,CNY,XPT,CNY,*,*,JM PMM CN,*,*,*,*,*,GeneralLedger,Credit,SA,420003, ,109999,%event_num%,%settle_amount%, , , , ,%party_code_cn_debtor%,Customer,*,*,1,%metal_value_date%,0,0,%metal_value_date%,%buy_sell%,*
98,SID0049,GL,FX,Sell,Validated,Unhedged,Cash Settlement,CNY,XPT,CNY,*,*,JM PMM CN,*,*,*,*,*,GeneralLedger,Debit,SA,130200, ,109999,%event_num%,%settle_amount%, , , , ,%party_code_cn_debtor%,Customer,*,*,0,%metal_value_date%,0,0,%metal_value_date%,%buy_sell%,*
99,SID0050,GL,FX,Sell,Cancelled,Unhedged,Cash Settlement,CNY,XPT,CNY,*,*,JM PMM CN,*,*,*,*,*,GeneralLedger,Credit,AB,130200,Z2,109999,%event_num%,%settle_amount%, , , , ,%party_code_cn_debtor%,Customer,*,*,1,%metal_value_date%,0,0,%metal_value_date%,%buy_sell%,*
100,SID0050,GL,FX,Sell,Cancelled,Unhedged,Cash Settlement,CNY,XPT,CNY,*,*,JM PMM CN,*,*,*,*,*,GeneralLedger,Debit,AB,420003,Z2,109999,%event_num%,%settle_amount%, , , , ,%party_code_cn_debtor%,Customer,*,*,0,%metal_value_date%,0,0,%metal_value_date%,%buy_sell%,*
101,SID0051,GL,FX,Sell,Validated,Unhedged,Cash Settlement,CNY,XPD,CNY,*,*,JM PMM CN,*,*,*,*,*,GeneralLedger,Credit,SA,420004, ,109999,%event_num%,%settle_amount%, , , , ,%party_code_cn_debtor%,Customer,*,*,1,%metal_value_date%,0,0,%metal_value_date%,%buy_sell%,*
102,SID0051,GL,FX,Sell,Validated,Unhedged,Cash Settlement,CNY,XPD,CNY,*,*,JM PMM CN,*,*,*,*,*,GeneralLedger,Debit,SA,130300, ,109999,%event_num%,%settle_amount%, , , , ,%party_code_cn_debtor%,Customer,*,*,0,%metal_value_date%,0,0,%metal_value_date%,%buy_sell%,*
103,SID0052,GL,FX,Sell,Cancelled,Unhedged,Cash Settlement,CNY,XPD,CNY,*,*,JM PMM CN,*,*,*,*,*,GeneralLedger,Credit,AB,130300,Z2,109999,%event_num%,%settle_amount%, , , , ,%party_code_cn_debtor%,Customer,*,*,1,%metal_value_date%,0,0,%metal_value_date%,%buy_sell%,*
104,SID0052,GL,FX,Sell,Cancelled,Unhedged,Cash Settlement,CNY,XPD,CNY,*,*,JM PMM CN,*,*,*,*,*,GeneralLedger,Debit,AB,420004,Z2,109999,%event_num%,%settle_amount%, , , , ,%party_code_cn_debtor%,Customer,*,*,0,%metal_value_date%,0,0,%metal_value_date%,%buy_sell%,*
105,SID0053,GL,FX,Sell,Validated,Unhedged,Cash Settlement,CNY,XRH,CNY,*,*,JM PMM CN,*,*,*,*,*,GeneralLedger,Credit,SA,420006, ,109999,%event_num%,%settle_amount%, , , , ,%party_code_cn_debtor%,Customer,*,*,1,%metal_value_date%,0,0,%metal_value_date%,%buy_sell%,*
106,SID0053,GL,FX,Sell,Validated,Unhedged,Cash Settlement,CNY,XRH,CNY,*,*,JM PMM CN,*,*,*,*,*,GeneralLedger,Debit,SA,130400, ,109999,%event_num%,%settle_amount%, , , , ,%party_code_cn_debtor%,Customer,*,*,0,%metal_value_date%,0,0,%metal_value_date%,%buy_sell%,*
107,SID0054,GL,FX,Sell,Cancelled,Unhedged,Cash Settlement,CNY,XRH,CNY,*,*,JM PMM CN,*,*,*,*,*,GeneralLedger,Credit,AB,130400,Z2,109999,%event_num%,%settle_amount%, , , , ,%party_code_cn_debtor%,Customer,*,*,1,%metal_value_date%,0,0,%metal_value_date%,%buy_sell%,*
108,SID0054,GL,FX,Sell,Cancelled,Unhedged,Cash Settlement,CNY,XRH,CNY,*,*,JM PMM CN,*,*,*,*,*,GeneralLedger,Debit,AB,420006,Z2,109999,%event_num%,%settle_amount%, , , , ,%party_code_cn_debtor%,Customer,*,*,0,%metal_value_date%,0,0,%metal_value_date%,%buy_sell%,*
109,SID0055,GL,FX,Sell,Validated,Unhedged,Cash Settlement,CNY,XRU,CNY,*,*,JM PMM CN,*,*,*,*,*,GeneralLedger,Credit,SA,420007, ,109999,%event_num%,%settle_amount%, , , , ,%party_code_cn_debtor%,Customer,*,*,1,%metal_value_date%,0,0,%metal_value_date%,%buy_sell%,*
110,SID0056,GL,FX,Sell,Validated,Unhedged,Cash Settlement,CNY,XRU,CNY,*,*,JM PMM CN,*,*,*,*,*,GeneralLedger,Debit,SA,130500, ,109999,%event_num%,%settle_amount%, , , , ,%party_code_cn_debtor%,Customer,*,*,0,%metal_value_date%,0,0,%metal_value_date%,%buy_sell%,*
111,SID0057,GL,FX,Sell,Cancelled,Unhedged,Cash Settlement,CNY,XRU,CNY,*,*,JM PMM CN,*,*,*,*,*,GeneralLedger,Credit,AB,130500,Z2,109999,%event_num%,%settle_amount%, , , , ,%party_code_cn_debtor%,Customer,*,*,1,%metal_value_date%,0,0,%metal_value_date%,%buy_sell%,*
112,SID0057,GL,FX,Sell,Cancelled,Unhedged,Cash Settlement,CNY,XRU,CNY,*,*,JM PMM CN,*,*,*,*,*,GeneralLedger,Debit,AB,420007,Z2,109999,%event_num%,%settle_amount%, , , , ,%party_code_cn_debtor%,Customer,*,*,0,%metal_value_date%,0,0,%metal_value_date%,%buy_sell%,*
113,SID0058,GL,FX,Sell,Validated,Unhedged,Cash Settlement,CNY,XIR,CNY,*,*,JM PMM CN,*,*,*,*,*,GeneralLedger,Credit,SA,420005, ,109999,%event_num%,%settle_amount%, , , , ,%party_code_cn_debtor%,Customer,*,*,1,%metal_value_date%,0,0,%metal_value_date%,%buy_sell%,*
114,SID0058,GL,FX,Sell,Validated,Unhedged,Cash Settlement,CNY,XIR,CNY,*,*,JM PMM CN,*,*,*,*,*,GeneralLedger,Debit,SA,130600, ,109999,%event_num%,%settle_amount%, , , , ,%party_code_cn_debtor%,Customer,*,*,0,%metal_value_date%,0,0,%metal_value_date%,%buy_sell%,*
115,SID0059,GL,FX,Sell,Cancelled,Unhedged,Cash Settlement,CNY,XIR,CNY,*,*,JM PMM CN,*,*,*,*,*,GeneralLedger,Credit,AB,130600,Z2,109999,%event_num%,%settle_amount%, , , , ,%party_code_cn_debtor%,Customer,*,*,1,%metal_value_date%,0,0,%metal_value_date%,%buy_sell%,*
116,SID0059,GL,FX,Sell,Cancelled,Unhedged,Cash Settlement,CNY,XIR,CNY,*,*,JM PMM CN,*,*,*,*,*,GeneralLedger,Debit,AB,420005,Z2,109999,%event_num%,%settle_amount%, , , , ,%party_code_cn_debtor%,Customer,*,*,0,%metal_value_date%,0,0,%metal_value_date%,%buy_sell%,*
117,SID0060,GL,FX,Sell,Validated,Unhedged,Cash Settlement,CNY,XOS,CNY,*,*,JM PMM CN,*,*,*,*,*,GeneralLedger,Credit,SA,420008, ,109999,%event_num%,%settle_amount%, , , , ,%party_code_cn_debtor%,Customer,*,*,1,%metal_value_date%,0,0,%metal_value_date%,%buy_sell%,*
118,SID0060,GL,FX,Sell,Validated,Unhedged,Cash Settlement,CNY,XOS,CNY,*,*,JM PMM CN,*,*,*,*,*,GeneralLedger,Debit,SA,130700, ,109999,%event_num%,%settle_amount%, , , , ,%party_code_cn_debtor%,Customer,*,*,0,%metal_value_date%,0,0,%metal_value_date%,%buy_sell%,*
119,SID0061,GL,FX,Sell,Cancelled,Unhedged,Cash Settlement,CNY,XOS,CNY,*,*,JM PMM CN,*,*,*,*,*,GeneralLedger,Credit,AB,130700,Z2,109999,%event_num%,%settle_amount%, , , , ,%party_code_cn_debtor%,Customer,*,*,1,%metal_value_date%,0,0,%metal_value_date%,%buy_sell%,*
120,SID0061,GL,FX,Sell,Cancelled,Unhedged,Cash Settlement,CNY,XOS,CNY,*,*,JM PMM CN,*,*,*,*,*,GeneralLedger,Debit,AB,420008,Z2,109999,%event_num%,%settle_amount%, , , , ,%party_code_cn_debtor%,Customer,*,*,0,%metal_value_date%,0,0,%metal_value_date%,%buy_sell%,*
121,SID0062,GL,FX,Sell,Validated,Unhedged,Cash Settlement,CNY,XAG,CNY,*,*,JM PMM CN,*,*,*,*,*,GeneralLedger,Credit,SA,420002, ,109999,%event_num%,%settle_amount%, , , , ,%party_code_cn_debtor%,Customer,*,*,1,%metal_value_date%,0,0,%metal_value_date%,%buy_sell%,*
122,SID0062,GL,FX,Sell,Validated,Unhedged,Cash Settlement,CNY,XAG,CNY,*,*,JM PMM CN,*,*,*,*,*,GeneralLedger,Debit,SA,130100, ,109999,%event_num%,%settle_amount%, , , , ,%party_code_cn_debtor%,Customer,*,*,0,%metal_value_date%,0,0,%metal_value_date%,%buy_sell%,*
123,SID0063,GL,FX,Sell,Cancelled,Unhedged,Cash Settlement,CNY,XAG,CNY,*,*,JM PMM CN,*,*,*,*,*,GeneralLedger,Credit,AB,130100,Z2,109999,%event_num%,%settle_amount%, , , , ,%party_code_cn_debtor%,Customer,*,*,1,%metal_value_date%,0,0,%metal_value_date%,%buy_sell%,*
124,SID0063,GL,FX,Sell,Cancelled,Unhedged,Cash Settlement,CNY,XAG,CNY,*,*,JM PMM CN,*,*,*,*,*,GeneralLedger,Debit,AB,420002,Z2,109999,%event_num%,%settle_amount%, , , , ,%party_code_cn_debtor%,Customer,*,*,0,%metal_value_date%,0,0,%metal_value_date%,%buy_sell%,*
125,SID0064,GL,FX,Sell,Validated,Unhedged,Cash Settlement,CNY,XAU,CNY,*,*,JM PMM CN,*,*,*,*,*,GeneralLedger,Credit,SA,420001, ,109999,%event_num%,%settle_amount%, , , , ,%party_code_cn_debtor%,Customer,*,*,1,%metal_value_date%,0,0,%metal_value_date%,%buy_sell%,*
126,SID0064,GL,FX,Sell,Validated,Unhedged,Cash Settlement,CNY,XAU,CNY,*,*,JM PMM CN,*,*,*,*,*,GeneralLedger,Debit,SA,130000, ,109999,%event_num%,%settle_amount%, , , , ,%party_code_cn_debtor%,Customer,*,*,0,%metal_value_date%,0,0,%metal_value_date%,%buy_sell%,*
127,SID0065,GL,FX,Sell,Cancelled,Unhedged,Cash Settlement,CNY,XAU,CNY,*,*,JM PMM CN,*,*,*,*,*,GeneralLedger,Credit,AB,130000,Z2,109999,%event_num%,%settle_amount%, , , , ,%party_code_cn_debtor%,Customer,*,*,1,%metal_value_date%,0,0,%metal_value_date%,%buy_sell%,*
128,SID0065,GL,FX,Sell,Cancelled,Unhedged,Cash Settlement,CNY,XAU,CNY,*,*,JM PMM CN,*,*,*,*,*,GeneralLedger,Debit,AB,420001,Z2,109999,%event_num%,%settle_amount%, , , , ,%party_code_cn_debtor%,Customer,*,*,0,%metal_value_date%,0,0,%metal_value_date%,%buy_sell%,*
129,SID0066,GL,FX,Buy,Validated,Financial,Cash Settlement,USD,XPT,USD,*,*,JM PMM CN,*,*,*,*,*,GeneralLedger,Debit,SA,420003, ,109999,%event_num%,%settle_amount%, , , , ,%party_code_cn_debtor%,Customer,*,*,0,%metal_value_date%,0,0,%metal_value_date%,%buy_sell%,*
130,SID0066,GL,FX,Buy,Validated,Financial,Cash Settlement,USD,XPT,USD,*,*,JM PMM CN,*,*,*,*,*,GeneralLedger,Credit,SA,136200, ,109999,%event_num%,%settle_amount%, , , , ,%party_code_cn_debtor%,Customer,*,*,1,%metal_value_date%,0,0,%metal_value_date%,%buy_sell%,*
131,SID0067,GL,FX,Buy,Cancelled,Financial,Cash Settlement,USD,XPT,USD,*,*,JM PMM CN,*,*,*,*,*,GeneralLedger,Debit,AB,136200,Z2,109999,%event_num%,%settle_amount%, , , , ,%party_code_cn_debtor%,Customer,*,*,0,%metal_value_date%,0,0,%metal_value_date%,%buy_sell%,*
132,SID0067,GL,FX,Buy,Cancelled,Financial,Cash Settlement,USD,XPT,USD,*,*,JM PMM CN,*,*,*,*,*,GeneralLedger,Credit,AB,420003,Z2,109999,%event_num%,%settle_amount%, , , , ,%party_code_cn_debtor%,Customer,*,*,1,%metal_value_date%,0,0,%metal_value_date%,%buy_sell%,*
133,SID0068,GL,FX,Buy,Validated,Financial,Cash Settlement,USD,XPD,USD,*,*,JM PMM CN,*,*,*,*,*,GeneralLedger,Debit,SA,420004, ,109999,%event_num%,%settle_amount%, , , , ,%party_code_cn_debtor%,Customer,*,*,0,%metal_value_date%,0,0,%metal_value_date%,%buy_sell%,*
134,SID0068,GL,FX,Buy,Validated,Financial,Cash Settlement,USD,XPD,USD,*,*,JM PMM CN,*,*,*,*,*,GeneralLedger,Credit,SA,136300, ,109999,%event_num%,%settle_amount%, , , , ,%party_code_cn_debtor%,Customer,*,*,1,%metal_value_date%,0,0,%metal_value_date%,%buy_sell%,*
135,SID0069,GL,FX,Buy,Cancelled,Financial,Cash Settlement,USD,XPD,USD,*,*,JM PMM CN,*,*,*,*,*,GeneralLedger,Debit,AB,136300,Z2,109999,%event_num%,%settle_amount%, , , , ,%party_code_cn_debtor%,Customer,*,*,0,%metal_value_date%,0,0,%metal_value_date%,%buy_sell%,*
136,SID0069,GL,FX,Buy,Cancelled,Financial,Cash Settlement,USD,XPD,USD,*,*,JM PMM CN,*,*,*,*,*,GeneralLedger,Credit,AB,420004,Z2,109999,%event_num%,%settle_amount%, , , , ,%party_code_cn_debtor%,Customer,*,*,1,%metal_value_date%,0,0,%metal_value_date%,%buy_sell%,*
137,SID0070,GL,FX,Buy,Validated,Financial,Cash Settlement,USD,XRH,USD,*,*,JM PMM CN,*,*,*,*,*,GeneralLedger,Debit,SA,420006, ,109999,%event_num%,%settle_amount%, , , , ,%party_code_cn_debtor%,Customer,*,*,0,%metal_value_date%,0,0,%metal_value_date%,%buy_sell%,*
138,SID0070,GL,FX,Buy,Validated,Financial,Cash Settlement,USD,XRH,USD,*,*,JM PMM CN,*,*,*,*,*,GeneralLedger,Credit,SA,136400, ,109999,%event_num%,%settle_amount%, , , , ,%party_code_cn_debtor%,Customer,*,*,1,%metal_value_date%,0,0,%metal_value_date%,%buy_sell%,*
139,SID0071,GL,FX,Buy,Cancelled,Financial,Cash Settlement,USD,XRH,USD,*,*,JM PMM CN,*,*,*,*,*,GeneralLedger,Debit,AB,136400,Z2,109999,%event_num%,%settle_amount%, , , , ,%party_code_cn_debtor%,Customer,*,*,0,%metal_value_date%,0,0,%metal_value_date%,%buy_sell%,*
140,SID0071,GL,FX,Buy,Cancelled,Financial,Cash Settlement,USD,XRH,USD,*,*,JM PMM CN,*,*,*,*,*,GeneralLedger,Credit,AB,420006,Z2,109999,%event_num%,%settle_amount%, , , , ,%party_code_cn_debtor%,Customer,*,*,1,%metal_value_date%,0,0,%metal_value_date%,%buy_sell%,*
141,SID0072,GL,FX,Buy,Validated,Financial,Cash Settlement,USD,XRU,USD,*,*,JM PMM CN,*,*,*,*,*,GeneralLedger,Debit,SA,420006, ,109999,%event_num%,%settle_amount%, , , , ,%party_code_cn_debtor%,Customer,*,*,0,%metal_value_date%,0,0,%metal_value_date%,%buy_sell%,*
142,SID0072,GL,FX,Buy,Validated,Financial,Cash Settlement,USD,XRU,USD,*,*,JM PMM CN,*,*,*,*,*,GeneralLedger,Credit,SA,136400, ,109999,%event_num%,%settle_amount%, , , , ,%party_code_cn_debtor%,Customer,*,*,1,%metal_value_date%,0,0,%metal_value_date%,%buy_sell%,*
143,SID0073,GL,FX,Buy,Cancelled,Financial,Cash Settlement,USD,XRU,USD,*,*,JM PMM CN,*,*,*,*,*,GeneralLedger,Debit,AB,136400,Z2,109999,%event_num%,%settle_amount%, , , , ,%party_code_cn_debtor%,Customer,*,*,0,%metal_value_date%,0,0,%metal_value_date%,%buy_sell%,*
144,SID0073,GL,FX,Buy,Cancelled,Financial,Cash Settlement,USD,XRU,USD,*,*,JM PMM CN,*,*,*,*,*,GeneralLedger,Credit,AB,420006,Z2,109999,%event_num%,%settle_amount%, , , , ,%party_code_cn_debtor%,Customer,*,*,1,%metal_value_date%,0,0,%metal_value_date%,%buy_sell%,*
145,SID0074,GL,FX,Buy,Validated,Financial,Cash Settlement,USD,XIR,USD,*,*,JM PMM CN,*,*,*,*,*,GeneralLedger,Debit,SA,420005, ,109999,%event_num%,%settle_amount%, , , , ,%party_code_cn_debtor%,Customer,*,*,0,%metal_value_date%,0,0,%metal_value_date%,%buy_sell%,*
146,SID0074,GL,FX,Buy,Validated,Financial,Cash Settlement,USD,XIR,USD,*,*,JM PMM CN,*,*,*,*,*,GeneralLedger,Credit,SA,136600, ,109999,%event_num%,%settle_amount%, , , , ,%party_code_cn_debtor%,Customer,*,*,1,%metal_value_date%,0,0,%metal_value_date%,%buy_sell%,*
147,SID0075,GL,FX,Buy,Cancelled,Financial,Cash Settlement,USD,XIR,USD,*,*,JM PMM CN,*,*,*,*,*,GeneralLedger,Debit,AB,136600,Z2,109999,%event_num%,%settle_amount%, , , , ,%party_code_cn_debtor%,Customer,*,*,0,%metal_value_date%,0,0,%metal_value_date%,%buy_sell%,*
148,SID0075,GL,FX,Buy,Cancelled,Financial,Cash Settlement,USD,XIR,USD,*,*,JM PMM CN,*,*,*,*,*,GeneralLedger,Credit,AB,420005,Z2,109999,%event_num%,%settle_amount%, , , , ,%party_code_cn_debtor%,Customer,*,*,1,%metal_value_date%,0,0,%metal_value_date%,%buy_sell%,*
149,SID0076,GL,FX,Buy,Validated,Financial,Cash Settlement,USD,XOS,USD,*,*,JM PMM CN,*,*,*,*,*,GeneralLedger,Debit,SA,420008, ,109999,%event_num%,%settle_amount%, , , , ,%party_code_cn_debtor%,Customer,*,*,0,%metal_value_date%,0,0,%metal_value_date%,%buy_sell%,*
150,SID0076,GL,FX,Buy,Validated,Financial,Cash Settlement,USD,XOS,USD,*,*,JM PMM CN,*,*,*,*,*,GeneralLedger,Credit,SA,136700, ,109999,%event_num%,%settle_amount%, , , , ,%party_code_cn_debtor%,Customer,*,*,1,%metal_value_date%,0,0,%metal_value_date%,%buy_sell%,*
151,SID0077,GL,FX,Buy,Cancelled,Financial,Cash Settlement,USD,XOS,USD,*,*,JM PMM CN,*,*,*,*,*,GeneralLedger,Debit,AB,136700,Z2,109999,%event_num%,%settle_amount%, , , , ,%party_code_cn_debtor%,Customer,*,*,0,%metal_value_date%,0,0,%metal_value_date%,%buy_sell%,*
152,SID0077,GL,FX,Buy,Cancelled,Financial,Cash Settlement,USD,XOS,USD,*,*,JM PMM CN,*,*,*,*,*,GeneralLedger,Credit,AB,420008,Z2,109999,%event_num%,%settle_amount%, , , , ,%party_code_cn_debtor%,Customer,*,*,1,%metal_value_date%,0,0,%metal_value_date%,%buy_sell%,*
153,SID0078,GL,FX,Buy,Validated,Financial,Cash Settlement,USD,XAG,USD,*,*,JM PMM CN,*,*,*,*,*,GeneralLedger,Debit,SA,420002, ,109999,%event_num%,%settle_amount%, , , , ,%party_code_cn_debtor%,Customer,*,*,0,%metal_value_date%,0,0,%metal_value_date%,%buy_sell%,*
154,SID0078,GL,FX,Buy,Validated,Financial,Cash Settlement,USD,XAG,USD,*,*,JM PMM CN,*,*,*,*,*,GeneralLedger,Credit,SA,136100, ,109999,%event_num%,%settle_amount%, , , , ,%party_code_cn_debtor%,Customer,*,*,1,%metal_value_date%,0,0,%metal_value_date%,%buy_sell%,*
155,SID0079,GL,FX,Buy,Cancelled,Financial,Cash Settlement,USD,XAG,USD,*,*,JM PMM CN,*,*,*,*,*,GeneralLedger,Debit,AB,136100,Z2,109999,%event_num%,%settle_amount%, , , , ,%party_code_cn_debtor%,Customer,*,*,0,%metal_value_date%,0,0,%metal_value_date%,%buy_sell%,*
156,SID0079,GL,FX,Buy,Cancelled,Financial,Cash Settlement,USD,XAG,USD,*,*,JM PMM CN,*,*,*,*,*,GeneralLedger,Credit,AB,420002,Z2,109999,%event_num%,%settle_amount%, , , , ,%party_code_cn_debtor%,Customer,*,*,1,%metal_value_date%,0,0,%metal_value_date%,%buy_sell%,*
157,SID0080,GL,FX,Buy,Validated,Financial,Cash Settlement,USD,XAU,USD,*,*,JM PMM CN,*,*,*,*,*,GeneralLedger,Debit,SA,420001, ,109999,%event_num%,%settle_amount%, , , , ,%party_code_cn_debtor%,Customer,*,*,0,%metal_value_date%,0,0,%metal_value_date%,%buy_sell%,*
158,SID0080,GL,FX,Buy,Validated,Financial,Cash Settlement,USD,XAU,USD,*,*,JM PMM CN,*,*,*,*,*,GeneralLedger,Credit,SA,136000, ,109999,%event_num%,%settle_amount%, , , , ,%party_code_cn_debtor%,Customer,*,*,1,%metal_value_date%,0,0,%metal_value_date%,%buy_sell%,*
159,SID0081,GL,FX,Buy,Cancelled,Financial,Cash Settlement,USD,XAU,USD,*,*,JM PMM CN,*,*,*,*,*,GeneralLedger,Debit,AB,136000,Z2,109999,%event_num%,%settle_amount%, , , , ,%party_code_cn_debtor%,Customer,*,*,0,%metal_value_date%,0,0,%metal_value_date%,%buy_sell%,*
160,SID0081,GL,FX,Buy,Cancelled,Financial,Cash Settlement,USD,XAU,USD,*,*,JM PMM CN,*,*,*,*,*,GeneralLedger,Credit,AB,420001,Z2,109999,%event_num%,%settle_amount%, , , , ,%party_code_cn_debtor%,Customer,*,*,1,%metal_value_date%,0,0,%metal_value_date%,%buy_sell%,*
161,SID0082,GL,FX,Sell,Validated,Financial,Cash Settlement,USD,XPT,USD,*,*,JM PMM CN,*,*,*,*,*,GeneralLedger,Credit,SA,420003, ,109999,%event_num%,%settle_amount%, , , , ,%party_code_cn_debtor%,Customer,*,*,1,%metal_value_date%,0,0,%metal_value_date%,%buy_sell%,*
162,SID0082,GL,FX,Sell,Validated,Financial,Cash Settlement,USD,XPT,USD,*,*,JM PMM CN,*,*,*,*,*,GeneralLedger,Debit,SA,136200, ,109999,%event_num%,%settle_amount%, , , , ,%party_code_cn_debtor%,Customer,*,*,0,%metal_value_date%,0,0,%metal_value_date%,%buy_sell%,*
