"jm_group_sector","USER_jm_sector","sector","sector","sector"," ",0,0,0," "
"sub_sector","USER_jm_sub_sector","sub_sector","sub_sector","sub_sector"," ",0,0,0," "
"source_type","USER_party_source_type","source_type","source_type","source_type"," ",0,0,0," "
