"Metals Utilisation Statement"," ","BO Invoice Definition CN",2,"CN Invoices",0.00000000,0,
"Metals Utilisation Statement"," ","CN Report Run Date",0,"24",0.00000000,24,
"Metals Utilisation Statement"," ","Metals Interest Index CN",2,"JM_CN_Metal_Util_Rates",0.00000000,0,
"Metals Utilisation Statement"," ","Nostro Account Balance Report CN",2,"JM (Nostro) Account Balance_CN",0.00000000,0,
"Metals Utilisation Statement"," ","Vostro Account Balance Report CN",2,"JM (Vostro) Account Balance_CN",0.00000000,0,
